"schoolId","name","oldName","principal","region","province","city","congDist","brgy","street","telNo1","telNo2","fax","cellNo1","cellNo2","website"
"1700759","Santo Ni&#241;o High School","Santo NiÃƒÂ±o High School","Marietta Punzalan Abo ","170000000","175200000","175212000","2","Paclasan","Magsaysay","43 2892191","0 0","0 0","0909 5291330","- -","-"
"1700760","Northern Palawan Christian Institute",,"Andy Managuit Salmorin -","170000000","175300000","175320000","1","Paglaum","Sitio Winigit","0 0","0 0"," ","0912 3695582","0939 1505885",
"1700761","Saint Augustine Academy",,"ELMA PANALIGAN BANGOY, MSLT  ","170000000","175300000","175309000","1","1","National Highway","0 0","0 0"," ","0939 9242833"," ",
"1700762","Saint Ezekiel Moreno High School","Exequiel Moreno High School","Elflida  Sayabo Palma A.R.","170000000","175300000","175320000","1","Liminangcong",,"0 0","0 0"," ","0977 1641602","0919 4029076",
"1700763","Saint Joseph Academy",,"Robert Co Amurao ","170000000","175300000","175310000","1","Tenga-tenga","Rizal St.","0 0","0 0"," ","0999 8885077","0998 9845942","-"
"1700764","Brooke\'s Point Christian High School",,"   ","170000000","175300000","175306000","2",,,"0 0","0 0"," "," "," ",
"1700765","Holy Trinity University","Holy Trinity College","Enriqueta B Arnaiz O.P","170000000","175300000","175316000","2","Bgy. Maligaya","Quezon St. ","48 4332161","0 0"," ","0912 2288408","0929 5322598",
"1700766","Palawan Polytechnic College","MATS College of Technology","Norma  Favila Solita ","170000000","175300000","175316000","2","Milagrosa","Manalo Extension","48 4323934","0 0","048 4342393","0912 7647576","0908 7536045",
"1700767","Sacred Heart of Jesus High School",,"Esmeralda Medado Mantalaba A.R.","170000000","175300000","175306000","2",,"Burgos Street","48 7230950","0 0"," ","0921 5103082","0908 4887712",
"1700768","San Francisco Javier College","St. Francis Xavier High School","Ma. Corazon  L. Caberte A.R.","170000000","175300000","175315000","2","Poblacion","Lapu-lapu St","0 0","0 0","- -","0921 6285707"," ","-"
"1700769","Seminario de San Jose",,"Francis Mark G. Guzman ","170000000","175300000","175316000","2","Tiniguiban","South Nat'l Highway","48 4343310","48 4332507","048 4343310"," "," ","www.seminariodesanjosepalawan.org"
"1700770","Badajoz Tablas College",,"Florenio Marquez Tome ","170000000","175900000","175911000","0","Dubduban",,"0 0","0 0"," ","0919 3435317"," ",
"1700771","Fabella Institute, Inc.",,"GERMAN A. DEOSO SR.","170000000","175900000","175912000","0","Poblacion","Famadico St.","2 0","0 0"," ","0929 8968470","0 0",
"1700772","Holy Rosary Academy, Inc.",,"Melvin Malunes Fetizanan ","170000000","175900000","175911000","0",,,"0 0","0 0"," ","0939 9125148","0918 2012589",
"1700773","Romblon College",,"   ","170000000","175900000","175909000","0",,,"0 0","0 0"," "," "," ",
"1700774","Sibale Academy of the Immaculate Conception Inc.","Sibale Academy","Tina Fadera Ferrolino -","170000000","175900000","175905000","0","Poblacion","San Miguel Hill","0 0","0 0","0 o","0915 4113027","0916 6849709","www.sibaleacademy.com"
"500775","Daniel B. Pe&#241;a Memorial College Foundation",,"Adelia Belen Vibar ","50000000","50500000","50517000","1",,"Ziga Avenue","52 4875671","52 8303003"," "," "," ","www.dbpmcf.edu.ph"
"500776","Saint Louise de Marillac School of Tabaco","Catholic Central School ","Beata Maria Domiguiano Babasa DC","50000000","50500000","50517000","1","Tayhi","Ziga Avenue","52 4875365","52 4874382","52 4874382"," "," ",
"500777","Virgin of Carmel High School","Hot Spring Academy","SR. MA. GRACELDA ERIBAREN BENDOVAL AR","50000000","50500000","50518000","1","Tigbi","San Lorenzo St. ","52 4885333","0 2147483647","052 4885333","0920 7708921"," ",
"500778","Zamora Memorial College, Inc.","Zamora Memorial Institute","Venecia Moyano Bellen ","50000000","50500000","50501000","1","Brgy. 9","Sto. Niño St.","52 5583274","0 0"," None","0915 3614409","0999 5833824","WWW.ZAMORAMEMORIALCOLLEGE.BLOGSPOT.COM"
"500779","Ago Medical and Educational Center, Science High School","-","Antonio Sorreda Daza Jr.","50000000","50500000","50506000","2","Pinaric","Rizal Street","52 8205877","0 0","052 4811155"," "," ","www.amec-bccm.com"
"500780","Aquinas University High School",,"MARIA CHRISTI B. MUNOZ MAEd","50000000","50500000","50506000","2","Rawis",,"52 4820201","0 0"," ","9015 9299295"," ","www.aq.edu.ph"
"500781","Bicol College",,"Violeta S. Bejo ","50000000","50500000","50503000","2","Sagpon","Rizal Street","52 483","0 0","052 483-0904","+63 0939266","+63 0977394"," vye_bejo@yahoo.com"
"500782","Divine Word College of Legazpi",,"Amalia Ibo Rito ","50000000","50500000","50506000","2","Cruzada","Washington Drive","52 4810305","52 4810326","052 4810305"," ","0933 3421783","www.dwc-legazpi.edu"
"500783","Dominican School of Camalig Inc.","St. John's Academy","Veronica Regoya Lavador OP","50000000","50500000","50502000","2","2","A. Moral St.","52 820","0 0"," 820-4787"," "," ",
"500784","Immaculate Conception High School","-","IVY LAPASARAN ATANANTE -","50000000","50500000","50503000","2","Ilawod","Rizal Street","52 4837122","0 0","52 4837122"," "," ","www.ichs1991.educ.com.ph"
"500785","United Institute","United Institute, Inc.   (United Institute)","Zenaida Yazon Andes ","50000000","50500000","50503000","2","Sagpon","Rizal","52 4830597","52 4830697"," ","0926 6844177","0927 9388748",
"500786","Flores Institute","Republic Colleges (Flores Institute)","Emmanuel Suratos Flores ","50000000","50500000","50513000","3","4","Rizal","52 4846580","0 0","052 4846401","0917 5165864"," ",
"500787","Grace Christian Mission Technical School",,"Edison Ros Recio ","50000000","50500000","50512000","3","Badian",,"2 3673076","0 0"," ","0927 4514437"," ","www.gcmphilippines.org"
"500788","Libon Private High School, Inc.",,"MARIA ALMA DALDE CHAVEZ ","50000000","50500000","50507000","3","Albay","San Antonio","0 0","0 0"," ","0912 2139850"," ",
"500789","Mayon Institute of Science and Tehcnology",,"Maria  Rosario Veloso Mijares ","50000000","50500000","50508000","3","Tuburan",,"52 4852588","0 0"," ","0918 9008331"," ",
"500790","Oas Standard High School",,"Teresita P Gumba ","50000000","50500000","50512000","3","Iraya Norte","North Diversion Road","0 0","0 0"," ","0928 7510638","0926 6259728","bayantel"
"500791","Republic Colleges",,"Cristina Catalina Rosaros Flores ","50000000","50500000","50504000","3","Iraya","G. Alban Street","0 0","0 0"," none","0908 8201787","0917 5913724","-"
"500792","Saint Benedict\'s Academy"," -","Maria Paz Magdaong Dayap OP","50000000","50500000","50504000","3","Poblacion","Rizal St.","52 4846528","0 0"," ","0908 8848669","0917 5712118","-"
"500793","Saint Mary\'s Academy","St. Stephen Academy","Ma. Remedios B. Soriano RVM","50000000","50500000","50508000","3","Guilid","San Esteban St.","52 4851327","0 0","052 4851327","0920 2377654","0927 8196923","-"
"500794","Saint Michael Academy",,"Geraldine Crisanta B Damian O.P.","50000000","50500000","50512000","3","Iraya Norte","Roxas St., ","52 4856612","0 0","52 4856612","0905 4042100","0929 5040250","oasnon.com"
"500795","Saint Peter&#39;s Academy of Polangui, Inc.","--","Marilyn  Bañal Belen SMF","50000000","50500000","50514000","3","Centro","--","52 4861043","0 0","52 4861043","0999 7613089","-- ","--"
"500796","Salle Learning Center","Salle's Kiddie School","Ronald Allan  Saberon Sarte -","50000000","50500000","50514000","3","Centro Occidental (Ilaod)","Salle Compound","0 0","0 0"," ","0909 4019499","0936 9082744","-"
"500797","San Lorenzo Academy",,"JHEMAR ROLLO BELGAR ","50000000","50500000","50513000","3","Caratagan","Rizal Street","0 0","0 0"," ","0917 3261176","0936 4543212",
"500798","Calabaca Academy",,"Alma Archivido Oliva ","50000000","51600000","51602000","0","Calabaca","n/a","0 0","0 0","n/a ","0915 2770988","0927 8738788","n/a"
"500799","Capalonga Institute",,"Alma Archivido Oliva ","50000000","51600000","51602000","0","Poblacion","Vinzons St.","0 0","0 0","n/a ","0915 2770988","0927 8738788","n/a"
"500800","Capalonga Parochial School",,"Eric L. Orido ","50000000","51600000","51602000","0","Poblacion","Lopez Jaena","0 0","0 0"," ","0920 9817740","0927 2374913",
"500801","La Consolacion College","Daet Parochial School","Aquilina  Dizon de Rueda, OSA, MA","50000000","51600000","51603000","0","Barangay I","F. Pimentel Ave., Daet, Camarines Norte","54 4402005","54 5713467","054 5712237","0910 4180081","0915 5427633",
"500802","Mabini Colleges, Inc.",,"Nora Rafael Cabate ","50000000","51600000","51603000","0","VII","Governor Panotes Avenue","54 7211281","54 7215733","54 7215743"," "," ",
"500803","Manila Bicol South Road Academy","Manila Bicol South Road Academy, Inc","Rosevic Bautista Villaluz ","50000000","51600000","51606000","0","Bagong Silang I","Purok 1","0 0","0 0"," ","0915 5337730"," ",
"500804","Maria Aurora Academy","Maria Aurora Academy Inc.","May Dan Sayco Jalgalado ","50000000","51600000","51610000","0","Poblacion","Poblacion, Santa Elena, Camarines Norte","54 2013018","0 0"," ","0917 5656684"," ",
"500805","Our Lady of Lourdes College Foundation",,"Virginia B. Villegas -","50000000","51600000","51603000","0","Lag-on","Vinzons Avenue","54 6050156","0 0"," ","0910 3683279","0999 4455639","www.ollcf.org.ph"
"500806","Saint Francis Parochial School",,"Nanny Fulgencio Alejo ","50000000","51600000","51611000","0","Poblacion","Contreras St.","54 4451180","0 0","053 4451180","0917 3527770"," ",
"500807","Saint John the Apostle Academy",,"Gilda S Villador AMP","50000000","51600000","51606000","0","Gumamela","Villaflores St.","54 8850381","0 0","054 8850381","0906 3553532","0921 6436430","N/A"
"500808","San Vicente Parochial School Inc.",,"Arnel Geroy Cabangunay Sch.P.","50000000","51600000","51609000","0","Silangan","P. Moreno St. ","0 0","0 0"," ","0920 4061097","0920 8460412","-"
"500809","Southern Tagalog Rural High School Inc.","SOUTHERN TAGALOG RURAL HIGH SCHOOL INC.","ARISTOTLE R. YUMUL ","50000000","51600000","51603000","0","Kabuluan","-","42 8411510","0 0"," ","0928 5058566","0939 8609033",
"500810","Bicol Central Academy",,"Alexander James Dycoco Jaucian ","50000000","51700000","51718000","1","Libod 1",,"54 5118811","54 4512255"," ","0920 9700276","0917 5504005",
"500811","Colegio de Santa Rita Foundation, Inc.",,"IRENE CALIGUIRAN ANAPI FAS","50000000","51700000","51712000","1","Comadogcadog",,"0 0","0 0"," ","0915 9543072","0939 8538380",
"500812","Colegio del Santisimo Rosario","-","Paz Roncesvalles Rapirap O.P.","50000000","51700000","51718000","1","Station Church Site","Station Church site","54 5118217","54 4732688","451 2342","0919 5721674","0939 4517647","-"
"500813","Pangan High School Foundation",,"Virgilio Estribillo Quiapo ","50000000","51700000","51722000","1","Malitbog","Pundado ","0 0","0 0"," ","0919 6343187"," ",
"500814","Pasacao Academy Inc.","DR. ROGER P. VILLANUEVA","GENIE A OREA ","50000000","51700000","51727000","1","STA. ROSA DEL NORTE","STA. ROSA DEL NORTE","54 513","54 513"," ","0919 2843982","0907 2198039","mreginales@gmail.com"
"500815","Quezon-Camarines High School",,"GERMAN D VILLANUEVA ","50000000","51700000","51730000","1","Poblacion Ilaod",,"0 0","0 0"," ","+639 1057354"," ",
"500816","Saint Peter Baptist College Foundation, Inc.","St. Peter Baptist Academy, Inc.","Antonio Marcelino Brina MS","50000000","51700000","51719000","1","Poblacion         ","Zone 1","0 0","0 0","0 0","0917 7930570"," ",
"500817","Tariric Agro-Industrial High School","Tariric Agro-Industrial High School","VIRGILIO E QUIAPO ","50000000","51700000","51722000","1","Tariric","Rizal","0 0","0 0","0 0","0919 9724658","0 0","0"
"500818","Ateneo de Naga University Inc.",,"Gabriel Jose Tancinco Gonzalez SJ","50000000","51700000","51724000","2","Pacol","John Phelan Drive Km7","54 4732703","54 4732702","54 4732703","63 9481009"," ","www.adnuhs.org"
"500819","Camarines Science Oriented High School","Little Thinkers Educational Center","Jemimah Abad Bautista ","50000000","51700000","51728000","2","San Vicente/New San Roque","Curry Road","54 4775599","54 4780576","54 4775599","0919 6373640","0920 5345458","camsci.edu.ph"
"500820","Pe&#241;a de Francia College",,"Socorro P del Castillo ","50000000","51700000","51724000","2","Zone 6","Mabolo","54 8116021","0 0"," "," "," ",
"500821","Pili Capital College, Inc.","Pili Capital Educational Center,Inc.","Joan Burce Mendones ","50000000","51700000","51728000","2","San Isidro","Imperial St.","54 4777155","54 4733975","054 4777155","0919 4088488","0939 9065518",
"500822","Saint Louise de Marillac School of Pili","St. Catherine Laboure School","Ronald D. Valerio ","50000000","51700000","51728000","2","San Agustin",,"54 4777755","0 0"," 4777755","0909 4749038"," ",
"500823","Universidad de Santa Isabel (Day)","Colegio de Sta. isabel","Simonet Ayao Barrosa ","50000000","51700000","51724000","2","Peñafrancia","Elias Angeles Street","54 4725433","54 4738417","54 4725433","0999 4400073"," ","www.usi.edu.ph"
"500824","Universidad de Santa Isabel (Night)","Colegio de Sta. Isabel","Simonet Ayao Barrosa ","50000000","51700000","51724000","2","Peñafrancia","Elias Angeles Street","54 4725433","54 4738417","54 4725433","0999 4400073"," ","www.usi.edu.ph"
"500825","Eastern Camarines Institute",,"Isabelita C. Ninalga ","50000000","51700000","51733000","3",,,"0 0","0 0"," "," "," ",
"500826","Lagonoy High School",,"Aida Pesimo Celon ","50000000","51700000","51717000","3","Sta. Maria","Cor.P.Demesa, Rizal St.","917 3120970","0 0"," ","0917 5596019"," ",
"500827","Partido College, Inc.",,"Jaime T Esmenda Jr","50000000","51700000","51715000","3","-","Tambuco St.,","54 4530278","54 4536359","54 4532110","0926 4156250","0919 4793041",
"500828","Moises D. Fernandez Sr. Pioneer High School Inc.",,"Arsenia P Fernandez -","50000000","51700000","51729000","3","Santa Maria","Sitio Tawog","0 0","0 0"," "," "," ",
"500829","Sacred Heart Academy",,"Elena B Dianela -","50000000","51700000","51714000","3","III",,"0 0","0 0"," ","0919 9945851"," ",
"500830","Saint Andrew Academy",,"Rosalina E Enciso DM","50000000","51700000","51731000","0","San Antonio",,"54 8810038","0 0"," 8810038","0928 9353767"," ",
"500831","Saint Paul Academy",,"Rosita Paa Racoma SPC","50000000","51700000","51715000","3","-","Burgos St.","54 4533049","54 4530274","054 4533049","0917 6690016","- -",
"500832","Siena College Tigaon, Inc.","Sta. Clara College, Inc. ","CHERYL  ATRAZO PAGULONG O.P.","50000000","51700000","51736000","3","Poblacion ","Aguinaldo Street ","54 4523006","0 6983737","054 4523006","0907 5996505"," ",
"500833","United High School Inc.",,"TORIANO  AQUINO BASIÑO ","50000000","51700000","51711000","3","Solnopan","Alarcon St.","0 0","0 0"," ","0946 2215392","0919 6599021",
"500834","Don Gregorio O. Balatan Institute","Balatan Institute","Africa Tormes Coralde ","50000000","51700000","51702000","4","Siramag",,"0 0","0 0"," ","0921 6656671"," ",
"500835","Buhi Lyceum Inc.","Buhi Lyceum","ANTONIETA PALTINGCA BAETA ","50000000","51700000","51705000","4","San Jose (Baybayon)",,"0 0","0 0","0 0","0916 5368221","0 0",
"500836","Carbeth Victory Academy",,"Gina Villanueva Ballester ","50000000","51700000","51706000","4","Itangon",,"0 0","0 0"," ","0909 5762145"," ",
"500837","Holy Trinity Academy of Bato Inc.",,"Levina Bibonia Elegado ","50000000","51700000","51703000","4","Santiago","Fortuno St.","54 2774296","0 0","54 2774296","0948 1332105"," ",
"500838","Lighthouse Baptist Academy of Iriga City, Inc.","Iriga Bible Baptist Christian Academy Foundation","Lorenzo O Monje ","50000000","51700000","51716000","4","San Nicolas","Zone 3","54 2992826","0 0"," "," "," ",
"500839","Mataas na Paaralan ng Pagatpatan",,"Levina Bibonia Elegado -","50000000","51700000","51703000","4","Pagatpatan","Charlie St.","0 0","0 0"," ","0918 2989493"," ",
"500840","Ocampo Academy",,"Roy Randolph Placides Quiñones ","50000000","51700000","51703000","4","Tres Reyes","-","0 0","0 0"," ","0907 3348247","0948 6541577",
"500841","Saint Bridget School","St. Bridget's School","Marilyn Natividad Nazarrea ","50000000","51700000","51705000","4","San Roque","Bulalacao St.","0 0","0 0","054 6211071","0917 8915874"," ","-"
"500842","Saint John Institute of Bato, Inc.",,"Levina B Elegado ","50000000","51700000","51703000","4","San Juan","Zone 6","0 0","0 0"," ","0908 2795482"," ",
"500843","Saint Joseph\'s Academy","Buhi Saint Joseph's Academy, Inc.","Anita Lavadia Sta. Rosa -","50000000","51700000","51705000","4","San Pedro","-","54 6211200","54 6210068"," ","0920 5648393","0910 5386904","-"
"500844","Saint Jude Agro-Industrial College","Saint Jude Agro-Industrial College","Virginia Larcena Ventura -","50000000","51700000","51723000","4","Topas Proper","Zone 2","54 2443143","0 0"," ","0908 9499215","- -","-"
"500845","La Consolacion College Baao, Inc.",,"Angelita Mercado Baraero OSA","50000000","51700000","51701000","4","San Ramon",,"54 2663723","54 0","54 2663723","0929 2266024"," ","www.smab.edu.ph"
"500846","Santo Domingo Institute",,"Esperanza Almazan Hallare ","50000000","51700000","51723000","4","Sto. Domingo","Pagbobongon","54 2441134","0 0"," "," "," ",
"500847","Catanduanes Colleges","Catanduanes College, Inc.","Emilia Gianan Arcilla -","50000000","52000000","52011000","0","Salvacion","Salvacion Street","0 0","0 0","- -","0939 2031380","0929 6685946","-"
"500848","Burias College Inc.","Burias Academy","Lourdes Regalario Adrao -","50000000","54100000","54107000","1","Poblacion 2","Magsaysay","0 0","0 0","- -","0939 9026552","0908 3400421","-"
"500849","Liceo de San Jacinto Foundation Inc.","Liceo de San Jacinto","Dizon C Llacer -","50000000","54100000","54119000","1","Dist. #3","Almonte","0 0","0 0"," ","0908 8825013","0930 2377324",
"500850","Magsaysay Memorial Academy",,"Manuel P Altarejos ","50000000","54100000","54114000","1","Poblacion","Rejuso","0 0","0 0"," ","0920 9641459"," ",
"500851","Masbate Colleges Inc.",,"Jesus Mandrinian Ledesma -","50000000","54100000","54118000","1","Magsasaka","Aligada","56 3332103","0 0","056 3335717","0910 7435916","0920 6511336",
"500852","San Ramon Institute","-","Emelita J Sambitan -","50000000","54100000","54107000","1","San Ramon","-","63 6462278","0 0","- -","0919 6796852","0907 4689443","san.ramon.inst@gmail.com"
"500853","Immaculate Conception Academy",,"Vicente Bariles Villaruel ","50000000","54100000","54103000","2","Poblacion","Altabano St.","0 0","0 0"," ","0949 4467939"," ","http://icaadminbalud.webs.com"
"500854","Liceo de Baleno",,"Myrna Mingoy Barrun ","50000000","54100000","54102000","2","Poblacion","J. Ramirez Street","56 5880656","0 0"," ","0929 3783147"," ",
"500855","Liceo de Masbate",,"Teresita Ramirez Lozano ","50000000","54100000","54111000","2","Bapor","Quezon","56 3332276","56 5820032"," "," "," ",
"500856","Liceo de San Jose",,"Meriam Hular Burdeos ","50000000","54100000","54112000","2","Poblacion East","Fontilar Street","0 0","0 0"," ","0907 5034563"," ",
"500857","Masbate Colleges Inc.",,"Jesus M Ledesma ","50000000","54100000","54111000","2","J.T.Fernandez","Rosoero","0 0","0 0","056 3335717","0910 7435916"," ",
"500858","Osme&#241;a Colleges",,"Gloria R. Almodal ","50000000","54100000","54111000","2","Espinosa","Osmeña Street","56 3334444","56 3332778","56 3332778"," "," ",
"500859","Ovilla Technical College Inc.",,"Estenely Ocap Granadino ","50000000","54100000","54111000","2","Bapor","Danao St.,","56 5820114","0 0"," ","0945 4546822"," ",
"500860","Saint Anthony High School Seminary","None","NEMIA M. MANLAPAZ -Ed.D","50000000","54100000","54111000","2","Kinamaligan",,"56 3338240","0 0","0 0","0925 8900373"," ",
"500861","Holy Name Academy",,"Briggette Guazon Parba AR","50000000","54100000","54115000","3","Poblacion","Sta. Maria Street","0 0","0 0"," "," "," ",
"500862","Institute of the Orient",,"Roberto Pepito Manango Sr.","50000000","54100000","54117000","3","Poblacion","Avenido St.","0 0","0 0","N/A ","0910 3955277","0906 5141541","N/A"
"500863","Masbate Southeastern Institute",,"Maria E Alisla ","50000000","54100000","54116000","3","Poblacion","Espinosa street","0 0","0 0"," ","0912 9633748"," ","-"
"500864","Ovilla Technical College, Inc.-Ovilla Institute of Arts And Trades","Ovilla Technical College, Inc.-Ovilla Institute of Arts and Trade","Evelyn Ybanez Castro ","50000000","54100000","54105000","3","Poblacion",,"0 0","0 0"," ","0928 2372036"," ",
"500865","Ovilla Technical College, Inc.-Ovilla Southern Academy",,"Teresita Estoy Noda ","50000000","54100000","54116000","3","Alegria",,"0 0","0 0"," "," "," ",
"500866","Southern Masbate Roosevelt College",,"Edwin Tabay Cataag ","50000000","54100000","54117000","3","Katipunan","Avenido","0 0","0 0"," ","0906 6854510","0918 3544036",
"500867","Western Masbate Roosevelt High School","-","Luzviminda Tequin Sabrido -","50000000","54100000","54106000","3","Poblacion","National Road","0 0","0 0","0 0","0926 2454498","- -","-"
"500868","Aemilianum College Inc.","Aemilianum Institute","Dionisia D Sesbreno -","50000000","56200000","56216000","1","Piot","Rizal Street","0 0","0 0"," ","0920 3955534"," ",
"500869","Annunciation College of Bacon, Sorosogon Unit, Inc. (ACBSUI)",,"Lilia Navarro Forte ","50000000","56200000","56216000","1","Bibincahan","Magsaysay Avenue","56 2110007","56 2113352","056 2113352","0920 9669129","0999 9922906",
"500870","Carrascal Memorial Academy","Carrascal Memorial Academy","Evan O Cruz -","50000000","56200000","56211000","1","Central","J. De Castro","0 0","0 0"," ","0918 5013563"," ",
"500871","Dominican School of Pilar","Pilar Institute","GLYNDA P. ABELLO O.P.","50000000","56200000","56213000","1","Binanuahan ","Luduvice st.","0 0","0 0"," ","0918 6122944"," ",
"500872","Estenias Science Foundation School",,"Estelita N Francisco Hibo ","50000000","56200000","56205000","1","Tulay","Maharlika Highway","0 0","0 0"," ","0909 8331039","0915 9096497","none"
"500873","Holy Family Academy",,"Doris A Loriega ","50000000","56200000","56213000","1","Putiao",,"0 0","0 0"," ","0910 8108777","0920 3787548",
"500874","Immaculate Heart of Mary School-Bacon, Inc.","Annunciation College of Bacon","Edwina E. Fajardo SFSC","50000000","56200000","56216000","1","Poblacion, Bacon District","Jimenez St., Basud","0 0","0 0"," ","0928 5205379"," ",
"500875","Our Lady of Pe&#241;afrancia Seminary",,"Edmon Guarte Benzon ","50000000","56200000","56216000","1","Bibincahan","-","56 4215112","0 0"," ","0998 9857735","0999 9978337","-"
"500876","Saint Louise de Marillac College of Sorsogon","Colegio de la Milagrosa","Frenie Despabiladeras Ajero ","50000000","56200000","56216000","1","Talisay","Burgos Street","56 2111589","56 2111186","56 4215556","0999 4772040"," ","www.slmcs.dcphilippines.org"
"500877","Villanueva Gabao Institute, Inc.","Villanueva Institute","Yolanda Sta. Ana Villanueva ","50000000","56200000","56216000","1","San Roque, Bacon District","Gabao","915 8325641","947 2061125"," ","0915 8325641","0947 2061125",
"500878","A.G. Villaroya Technological Foundation Institute","n/a","AUGUSTO  GOLPEO GERONGA ","50000000","56200000","56203000","2","Zone 5","Loilo St.","56 5552604","0 0","056 5552604","0919 6788221","0908 8930034","n/a"
"500879","Holy Spirit Academy of Irosin","Sacred Heart Academy","Ester Gaupo Polo, SSpS -","50000000","56200000","56209000","2","Bacolod","Magsaysay Street","56 5573077","0 0","056 5573077","0928 4982792","0927 8004706",
"500880","Jose S. Reyes Memorial Foundation, Inc.","Bulusan Institute","Leon Frayres Gaon ","50000000","56200000","56204000","2","Sapngan","J. Divinagracia St.","0 0","0 0","0 0","0939 5937268","0998 9882309","none"
"500881","Juban Christian Foundation School Inc.","Saint Anthony De Padua Foundation School","Jaime G. Grulla ","50000000","56200000","56210000","2","Poblacion","South","0 0","0 0"," ","0915 5923139","09 9995192",
"500882","Juban Institute",,"ROEL JANORAS HABANA ","50000000","56200000","56210000","2","Tughan",,"0 0","0 0"," ","0921 4763590","0947 7041756",
"500883","Saint Louise de Marillac College of Sorsogon Gubat Campus","St. Anthony Academy of Gubat","Maria Sotera Aurora Mariazeta Velasco D.C.","50000000","56200000","56208000","2","Cogon","-","0 0","0 0"," ","0920 2467218"," ",
"500884","Saint Bonaventure Academy",,"Gracia Vitero Pesimo ","50000000","56200000","56203000","2","Butag","Estabaya St.","0 0","0 0","0 0","0908 1518194","0939 3478234","None"
"500885","Saint Louise de Marillac School of Bulan","Colegio de la Inmaculada Concepcion","GERTIE Q. dela CRUZ D.C.","50000000","56200000","56203000","2","Zone 3","Gerona Street","56 5552478","56 5552477"," "," 0947744"," 0917911",
"500886","Southern Luzon Institute","K. R. Asuncion Memorial School","Amelita Gipa Guarin  -","50000000","56200000","56203000","2","Zone 5","San Buenaventura","0 0","0 0","0 0","0921 4572116","0917 5935868","-"
"600887","Aklan Academy Corporation",,"Mira Villorente Bereber -","60000000","60400000","60407000","0","Poblacion","C. Laserna Street","36 2684320","0 0"," ","0949 9545809","0912 3341403",
"600888","Aklan Catholic College Inc.","Aklan College","REY VARONA DE LOS REYES ","60000000","60400000","60407000","0","Andagao","Roxas Avenue Extension","36 2688576","36 2689347","036 2684010","0908 1825534","0905 3579078","http://www.acc.edu.ph"
"600889","Aklan Central Institute, Inc.",,"Vanessa Mawa Cahilig ","60000000","60400000","60411000","0","Poblacion","Burgos Street","0 0","0 0"," ","0946 2124714","0946 2631533",
"600890","Aklan Polytechnic Institute","AKLAN POLYTEHNIC INSTITUTE","Wilma Tejada Calinao ","60000000","60400000","60407000","0","Andagao","Quezon Avenue, Kalibo, Aklan","36 2688762","36 2623202","036 2623202","0929 1798596","0919 4761774","aklanpolytechniccollege@yahoo.com.ph"
"600891","Aklan Valley High School Foundation, Inc.",,"Lina Teston Ortega ","60000000","60400000","60407000","0","Cor. Roxas Ave. Extension","Ureta Road","36 2623687","0 0"," ","0905 8498648","0906 5891792",
"600892","Balete Academy Inc.","Balete Academy Incorporated","ERWIN CUSTODIO MARTINEZ -","60000000","60400000","60402000","0","Poblacion","Jose F. Cortes","0 0","0 0"," ","0929 6806767","-099 9596010","-"
"600893","Buruanga Academy",,"Wevena Quinones Malayas ","60000000","60400000","60405000","0","Poblacion","Alipio Asuncion","0 0","0 0"," ","0917 5422441","0912 2602826",
"600894","Central Panay College of Science and Technology, Inc.",,"Jolito Briones Andrade ","60000000","60400000","60407000","0","Poblacion","Osmeña Avenue","36 2682782","0 0"," ","0910 0078475","0917 6268092",
"600895","Central Visayan Institute of Aklan, Inc.",,"ADORA CEBALLOS JUANICO ","60000000","60400000","60403000","0","Jumarap",,"0 0","0 0"," ","0907 7580555","0927 2351644",
"600896","Dela Cruz Insittute of Business & Industry, Inc.",,"CELIA CARPIO DELA CRUZ ","60000000","60400000","60407000","0","Poblacion","D. Maagma St.","36 2682217","36 2686541"," ","0920 9268817","0998 4357385",
"600897","Ibajay Academy, Inc.","0","HIPPOCRATES SUMCAD MOTUS ","60000000","60400000","60406000","0","Poblacion","Solidum Street","36 2892414","0 0","0 0"," "," ","0"
"600898","Infant Jesus Academy, Inc.",,"Edna Iguban Gonzales Ph. D.","60000000","60400000","60407000","0","Estancia","Quezon Ave., cor. F. Quimpo Ave,  Capitol Subdivision","36 2627523","36 2689548","036 2627523","0998 8605914","0917 8757689","www.ija.edu.ph"
"600899","Infant Jesus School","Infant Jesus Grade School","JIMMY BOY HECITA ESTRELLAS -","60000000","60400000","60407000","0","Poblacion","Mabini Extension","36 2688866","0 0","036 5008166","0999 1858008","0939 5757621","www.ijskalibo.rr.nu"
"600900","Irao Technical College Inc.","Irao Institute Corp.","Erlinda R Villanueva none","60000000","60400000","60416000","0","Camanci Norte","Looban","917 700499","0 0"," ","0928 5930133","0908 2665158","benvillanueva96@yahoo.com"
"600901","Joselito Alba Vocational and Technical School, Inc.","-","Florence De Mayo Bofill ","60000000","60400000","60407000","0","Poblacion","Arch. Bishop Reyes Street","268 4320","0 0"," ","0946 3168790","0908 4789537",
"600902","Kalantiaw Institute",,"Ryan Oliver Orbeta Reynado ","60000000","60400000","60404000","0","Poblacion","Datu Magkawit","36 2723463","0 0"," ","0920 8791725"," ",
"600903","Kalibo Institute",,"Gloria Morania Alair ","60000000","60400000","60407000","0","Poblacion","Mabini Street","36 2625552","0 0"," "," "," ",
