"schoolId","shortName","name","email","oldName","principal","region","province","city","street","telNo","cellNo","fax","website"
"400008","BJC","Batac Junior College","batacjuniorcollege@ymail.com",NULL,"MS. MELITONA C. ASUNCION","1","128","12805","23 SAN MARCELINO ST.","0777923140","09193673299","0777923140","none"
"400431","SSJW","School of St. Joseph the Worker","SSJW49@yahoo.com",NULL,"Teresita N. Pagador","2","231","23112","St. Joseph Street","(078)305-9171","09178679327","(078)305-9171","ssjw-loe.edu.ph"
"400452","L.S.Q.","La Salette of Quezon","lasalette.quezon@yahoo.com.ph",NULL,"Rev. Fr. Manuel R. Medina M.S.","2","231","23122","Samonte, Quezon, Isabela","n/a","09058971020","n/a","n/a"
"400619",,"The Peninsula School, Inc.","peninsulaschool@yahoo.com",NULL,"Alma L. Cagampang","3","308","30806","N/A","633-1871/ 2443300 local 30451","0916-4412-055","633-1871",
"400646",,"St. Catherine of Sienna Academy","flor1006david@yahoo.com",NULL,"AMALIA C. PONCE","3","308","30812","POBLACION","047 633 0572/047 633 0802","09307836983","047 633 0572",
"401306",,"Chevalier School","cs30308@yaho.com",NULL,"Fr. Archimedes D. Tapang, MSC","3","354","35401","Sto. Domingo, Angeles City","045-887-2871 / 045-626-0569","09151241331","loc. 012","www.chevalierschool.edu.ph"
"403247","H.R.C.S.","Holy Rosary Catholic School","arseniahiquiana@yahoo.com",NULL,"SR. ARSENIA S. HIQUIANA O.P.","4","456","45624","Quezon Avenue Extension Cotta, Lucena City","7191238/ 7103169","09392729499","(042)7103169",
"403660","SJAA","St. John The Apostle Academy","sjaalabo@yahoo.com",NULL,"Sister Gilda S. Villador, AMP","5","516","51606","Villaflores Street","(054)885-03-81",,,
"405641",,"NOTRE DAME OF TULUNAN","ndsiena_tulunan@yahoo.com",NULL,"SR. IMELDA S. CABARDO, OP","12","1247","124714","Purok 6","0","09202493998","0",
"405769","0","Notre Dame of Isulan (Day and Night)","gemmaperales@yahoo.com",NULL,"Gemma D. Perales","12","1265","126504","Dapitan","64-201-5264","09361950544","0","0"
"406070","GLACI","GANI L. ABPI COLLEGE, INC.","gani_abpi_hs@yahoo.com",NULL,"YSMAEL NASSER S. ABPI","15","1538","153806","N/A","421-29-09","09228076050","(064) 421-29-09",
"406620","POVEDA","Saint Pedro Poveda College","registrar@poveda.edu.ph",NULL,"Annabelle M. Sanchez","13","1374","137404","EDSA cor. P. Poveda Street","631-8756 to 58 loc. 120",,"631 8756 local 120 or 632-1911","www.poveda.edu.ph"
"442574",,"University of San Agustin","accounting@usa.edu.ph",NULL,"REV. FR. PEDERITO A. APRECE, OSA","6","630","63022","Sambag, Jaro, Iloilo City","0333210095",,"0333210095",
"600094","MSU - LNAC","MSU-Lanao del Norte Agricultural Collegeege","msulnac_snd@yahoo.com",NULL,"Hiddy B. Alamada","10","1035","103506","Ramain, SND, Lanao del Norte",,"09168614168",,
"405421","MSLu","Maryknoll School of Lupon, Inc.","maryknolllupon@yahoo.com.ph",NULL,"Sr. Ma. Domitilla B. Sendino, O.P.","11","1125","112507","Kambing Baratua Street","0878082047","09196337972","0878082047",
"401842","SMI","St. Michael's Institute","smi_bacoor@yahoo.com",NULL,"MARIA LOURDES Q. NARVAEZ","4","421","42103","Evangelista St., Tabing-Dagat, Bacoor, Cavite","434-4616","0919-221-9201","434-9818","www.smibacoor.com"
"403972","SBHS","St. Blaise High School","st.blaisehighschool1966@yahoo.com",NULL,"EMELITO L. VALENCIA","6","606","60615","National Road","(036) 278-2014","0917-7237945","none","none"
"404885","-MI","Malangas Institute","malangas.institute@yahoo.com",NULL,"Rogelio A. Cabilao","9","983","98308","Rizal Avenue","-","09305569556","-","-"
"403006",,"Cainta Catholic College","ccc@caintacatholiccollege.com",NULL,"Msgr. Arnel F. Lagarejos, S.Th.d.","4","458","45805","A. Bonifacio Ave.","6432000 / 6554078",,"655-7573","http:\\www.caintacatholiccollege.com"
"600044","LSPU-SPCC","Laguna State Polytechnic University-San Pablo City","johnvincent.aliazas@lspu.edu.ph",NULL,"Nelia T. Salvador, Ed. D.","4","434","43424","Cosico Avenue","(049) 5033702","0942306574",,"lapuspcc.edu.ph"
"453025","UEP Catubig Lab HS","UEP Catubig Laboratory High School","uepprmcampus@gmail.com /  uepprmcmis@gmail.com",NULL,"Dennis A. Tan","8","848","84806","Barangay 1",,"09993864969",,
"600078","UEP Catubig Lab HS","UEP Catubig Laboratory High School","uepprmcampus@gmail.com /  uepprmcmis@gmail.com",NULL,"Dennis A. Tan","8","848","84806","Barangay 1",,"09993864969",,
"600079","UEPLLHS","University of Eastern Philippines Laoang Laboratory High School","uepllhs@yahoo.com",NULL,"Luisito P. Muncada","8","848","84808","Kahundit Street",,"09199590230/09124979268",,
"403674",,"Don Gregorio O. Balatan Institute","balinst@yahoo.com",NULL,"Cely E. Balatan","5","517","51702","Siramag",,"09216656671",,
"404245","IA","Immaculate Academy","immaculate_academy@yahoo.com.ph",NULL,"Eduardo B. Wapanio","7","712","71221","n/a","038-530-0335","09275613433","038-530-0335","immaculateacademy.com"
"405777","NDL","Notre Dame of Lambayong, Inc.","perlite.dohinog@gmail.com",NULL,"PERLITA C. DOHINOG","12","1265","126508","National Highway","0","09363677446","0","0"
"406074",,"Notre Dame of Upi. Inc.","notredameupi@yahoo.com",NULL,"Niña Rose C. Bargayo","15","1538","153815","Magsaysay","(064) 546 - 0902","09482383119 and 09394045861",,
"406124",,"Little Flower High School","sioaon@yahoo.com",NULL,"Mrs. Noraida S. Sioao","14","1401","140117","n/a",,"09354267907","n/a","n/a"
"400145","SVCS","ST. VINCENT'S CATHOLIC SCHOOL OF BAYAMBANG, INC.","svcs1961@yahoo.com",NULL,"Edgardo B. Salinas","1","155","15511","Quezon Blvd.","075 5922588","09233356119",,
"400444","n/a","La Salette of Jones, Inc.","n/a",NULL,"Mrs. Glorife M. Angangan, MA","2","231","23115","Gallardo St. Barangay 1, Jones, Isabela","n/a","09159491769","n/a","n/a"
"401370","Columban College-Asinan","Columban College-Asinan","columbancollegeinc_basiced@yahoo.com",NULL,"Segundo D. Redondo, Jr. Ed.D.","3","371","37107","#1 1st St., New Asinan","(047) 222-3329","09275601551","(047) 222-7782","none"
"401701","OLMA","Our Lady of Mercy Academy","mercedarian_olma@yahoo.com",NULL,"Mrs. Mercedita T. Driz","4","410","41032","0","0432771064","09177739416","NA","osjschools.edu.ph"
"403421","DWCSJ","Divine Word College of San Jose","dwcsjpresoffice@yahoo.com",NULL,"FR. GLENN PAUL M. GOMEZ, SVD.","17","1751","175110","Gen. Lukban St.,","(043)491-2012","09985304375/09083043100","(043)491-1523","www.dwcsj.edu.ph"
"403788","LSJFI","Liceo de San Jacinto Foundation, Inc.","liceohighschooldepartment@gmail.com",NULL,"Dr. Dizon C. Llacer","5","541","54119","Almonte St. San Jacinto, Masbate","N/A","09108695000","N/A","N/A"
"403836",,"Divine Word College of Legaspi","dwclinfo@gmail.com",NULL,"Fr. Crispin A. Cordero, SVD","5","505","50506","Washington Drive. Cruzada, Legazpi City","(052) 480-1239","09397629170","(052) 480-1239","http://www.dwc-legazpi.edu"
"404965","CAA","Caldwell Adventist Academy","aries_ramiro@yahoo.com/lcb_ramiro@yahoo.com",NULL,"Lolita B. Ramiro","9","973","97332","R.T. Lim Boulevard, Zamboanga City","926-6207/955-3457/955-2956","09056311789","(062) 955-3457","caazpm.gov"
"405320","n/a","Assumption Academy of Compostela","assumptionacademycompostela@gmail.com",NULL,"SR. EXPER D. CORTEZ, f.m.a.","11","1182","118201","J.P Laurel","n/a","094999288419","n/a","n/a"
"405572","CJC","Cor Jesu College Basic Education Dept.","kirtonio@yahoo.com",NULL,"KIRT ANTHONY R. DIAZ, Ph.D.","11","1124","112403","Sacred Heart Avenue, Digos City","082-553-2433 lan 121",,"082-553-2333","http://www.cjc.edu.ph"
"406075",,"Saint Francis High School","saintfrancis.highschool@yahoo.com.ph",NULL,"Geraldine G. Bacas","15","1538","153815","Nuro",,"09166812966",,
"406332",,"Philippine Academy of Sakya","sakya_1960@yahoo.com.ph",NULL,"Dr. Divina Gracia M. Gaspar","13","1339","133904","G.  Masangkay","272-76-02","0999-993-23-36","255-01-07",
"406816",,"St. Scholastica's Academy","registrar@ssam.edu.ph",NULL,"Sister M. Angelica Leviste, OSB","13","1374","137402","2 West Drive, Marikina Heights","9419497/9418603","09206069499 / 09435214693","9418603","www.ssam.edu.ph"
"404639","CCTC","Consolatrix College of Toledo City, Inc.","consolatrix_college2005@yahoo.com",NULL,"Sr. Marilyn N. Cula,A.R.","7","722","72251","Magsaysay Hills, Pob., Toledo City","(032) 466-1690, 467-9184,,8771","09278929749","032 -260-8935","Magsaysay Hills, Pob., Toledo City"
"405940","mcc","Mt. Carmel College of San Francisco, Inc.","mcc_sfregistrar@yahoo.com",NULL,"Virginia B. Cuizon","16","1603","160308","Barangay 3","085-839-2161","09364820498","085-839-2161","www.mcc.edu.ph"
"600045",,"Mindoro State College of Agriculture and Technology - Calapan City Campus","psabdon02@gmail.com",NULL,"Ponciano S. Abdon","17","1752","175205","Nautical Highway","(043) 286 7371","09178256817","(043) 286 2368",
"404298","Saint Peter Academy","Saint Peter Academy of Alegria, Inc.","mervindacillo@yahoo.com",NULL,"Mr. Neal Mervin S. Dacillo","7","722","72203","Processional Street Poblacion, Alegria Cebu","032 476 7100","09277006579","032 476 7100","-"
"400006",,"St. Lawrence the Deacon Academy of Bangui, Ilocos Norte, Inc.","stlawrence.academy@yahoo.com.ph",NULL,"Florence C. Chulnoan","1","128","12804","A. Acoba, Brgy. San Lorenzo, Bangui, Ilocos Norte","none","09989899667","none","none"
"400744","ICSMinor","Immaculate Conception Seminary","icsminor@yahoo.com",NULL,"Rev. Fr. Oscar Christian C. Duran","3","314","31408","Tabe, Guiguinto, Bulacan","(044) 794-0040","09064273785","(044) 794-0040",
"401597",,"Lian Institute","lianinstitute@yahoo.com",NULL,"Redentor A. de las Alas","4","410","41013","J.P. Rizal St.","043 2152200","09061083549",,
"404246","SJBA","St. John the Baptist Academy","sjbagarcia_hernandez@yahoo.com",NULL,"Mr. Ramon H. Caresiosa","7","712","71222","West-Poblacion","(038)532-1079","09985312008","None","None"
"404260","SMI","SANTA MONICA INSTITUTE, INC.","smi-bohol@ceap.org.ph",NULL,"JOSELITO E. UGAY","7","712","71231","Poblacion 1, Mabini, Bohol","none","09057749053/ 09984163123","none","none"
"404743","DCALESI","Divine Child Academy of Lawaan Eastern Samar, Inc.","dcalawaaneasternsamarinc@gmail.com",NULL,"Rev. Fr. Rey Anthony P.  Navidad","8","826","82612","Mahogany Street","None","09284892171","None",
"404839","IHA","Immaculate Heart Academy","iha1966@yahoo.com",NULL,"Rev. Fr. Teodosio C. Mendoza","9","973","97307","n/a","n/a","09193142611","n/a","n/a"
"404920","PJCI","Pagadian Junior College (PJC), Inc.","pjcihs@yahoo.com.",NULL,"Mr. Alano R. Dasok","9","973","97322","Enerio Corner de Siete Sts. Balangasan  District","215-4377","09469733391",,
"405350",,"Holy Cross of Babak, Inc.","hcbabak1962@gmail.com     &  abcblackstar@gmail.com",NULL,"SR. EDITHA D.  DISMAS","11","1123","112317","Brgy. Villarica, Babak, Island Garden City of Samal","none","0919-255-1890","none",
"406117",,"Our Lady of Guadalupe School","ourladyofguadalupeschooll",NULL,"Fr. Jeffrey B. Bueno","14","1401","140109","Poblacion",,"09051221293",,
"406128","n/a","St. John High School","st.johnhighschool@yahoo.com",NULL,"Amelita D.Pineda MAED","14","1401","140122","0","n/a","09065034903","n/a","n/a"
"406653","n/a","Sta. Clara Parish School","staclaraparishschool.educ@yahoo.com.ph",NULL,"S.MA.ROSALINA CRISTINA A. ASUNCION,RVM","13","1376","137605","2360 P. Burgos St. Pasay City","831-82-53","n/a","831-82-53","n/a"
"400049","SCI","Sta. Cruz Institute, Inc.","sci15oss@gmail.com",NULL,"SR. LILIBETH C. CIMAFRANCA, OSS","1","129","12924","n/a","n/a","09489892923/09167466947","n/a","n/a"
"400169","SCI","St. Columban's Institute","scidom62@yahoo.com",NULL,"Marlina M. Munda","1","155","15522","Domalandan, Lingayen","(075)632-1139",,"(075)632-1139",
"400386",,"Divine Word High School (S. Mira)","divine_sanchezmira @yahoo.com",NULL,"FR. RANDOLPH D. BOTIAL, SVD","2","215","21522","MAHARLIKA HI-WAY","09157960952","09157960952",,
"400446","MMHS","Magsaysay Memorial High School","mmhs_educ@yahoo.com",NULL,"JESUS E. TUMOLVA JR.","2","231","23118","VILLALUZ, DELFIN ALBANO, ISABELA","n/a","09164186778","n/a","n/a"
"400586","MCSSL","Mount Carmel School of San Luis","mountcarmel1962@yahoo.com",NULL,"Rostelito V. Bautista","3","377","37708","Avenida Aurora",,"09217952660",,
"401302",,"Angeles University Foundation",,NULL,"Mr. Dennis De Guzman Infante","3","354","35401","Broadway Street",,,,
"401525","401525baya","Bayanihan Institute","bayanihan_online@yahoo.com",NULL,"LYDIA C. CO","3","369","36916","St. Mary's Subdivision, Matatalaib, Tarlac City","(045)982-4202","NA","(045)982-4202","NA"
"402757","MCSI","Mt. Carmel School of Infanta","mcsinfanta@yahoo.com",NULL,"Ma.Sylla C. Cabrias","4","456","45620","San Markos St.","(042) 535-2596","09493090121","(042) 535-2596",
"402836",,"St John Parochial School","sjps_1961@yahoo.com",NULL,"Sr. Aileen D. Saligan, O.P.","4","456","45648","J.P. Rizal Street","042-545-9250","09284761259","042-545-9250","n/a"
"403205","DLSL","De La Salle Lipa","mayolisa.mantuano@dlsl.edu.ph",NULL,"Mrs. Mayolisa R. Mantuano","4","410","41014","1962 JP Laurel National Highway, Lipa CIty","(043) 756 5555 loc 290","(09189577048","(043) 981 1144","www.dlsl.edu.ph"
"403527",,"Fabella Institute","richardmichaelpadilla@gmail.com",NULL,"RICHARD MICHAEL R. PADILLA","17","1759","175912","Famadico St.",,"09298968470",,
"403969","SAAPI","St. Augustine's Academy of Patnongon, Inc.","saapi50@yahoo.com",NULL,"Robert N. Acuisa","6","606","60612","Real St.",,"09177237938",,
"404626",,"St. Vincent Academy of Larena Siquijor Inc.","mimieuduran@yahoo.co.uk",NULL,"MARIA FLORDELIZ U. DURAN, Ed.D.","7","761","76102","North Poblacion, Larena, Siquijor","(035) 337-2339/2405","09494919738","None","None"
"405418","MAC","Maryknoll Academy of Cateel","mac_cateel@yahoo.com",NULL,"Fr.Jay B. Ramos, DCM","11","1125","112505","Santiago St.",,"09207212210",,
"405584","MCPI","MARYKNOLL COLLEGE OF PANABO, INC.","mhspm@yahoo.com",NULL,"SR. MA. EDNA A. BILLONES, OP, Ed.D","11","1123","112315","NAT'L HIWAY,STO. NIÑO, PANABO CITY","628-5389","09175984450","084-8223456","maryknollpanabo.edu.ph"
"405649","EMCI","Edenton Mission College Incorporated","edentonmission@gmail.com",NULL,"Alejandro S. Begornia","12","1280","128005","Edenton",,"09197980396/09102711954",,
"405763","0","The Notre Dame of Esperanza, Inc.","nderegistrar@yahoo.com",NULL,"Rev. Fr. Elmer I. De la Cruz, DCC, Ed.D.","12","1265","126503","Javellana Street","064-202-6044","09365315995-09298106621","064-202-6249","0"
"406305",,"Uno High School","inquire@uhs.edu.ph",NULL,"Mrs. Mary Angeline Yu-Pineda","13","1339","133901","1440 Alvarado St.","252-19-37",,"252-19-37 loc. 106","www.uno.edu.ph"
"406663","n/a","Blessed Elena Academy","bea2001_pasay@yahoo.com, info@blessedelenaacademy.ph",NULL,"SR. EMMA R. RAPISURA, OSS","13","1376","137605","146 Villaruel Street","02-831-6315","n/a","02-831-4347","www.blessedelenaacademy.ph"
"405923","FSUCBI","Father Saturnino Urios College of Bayugan Inc.","fuhs59@yahoo.com",NULL,"Pelagia D. Joven","16","1603","160301","Lawaan Street","085-343-6163","09489003795","085-343-6163",
"405686","AVA","Allah Valley Academy","alahvalleyacademy@yahoo.com",NULL,"Irene Rose S. Javellana","12","1263","126313","Allah Valley Drive","(083) 238-3023","09286259148/09065969868","(083) 238-3329","None"
"406181","AAMI","Assumption Academy of Mayoyao, Inc.","assumptionacademy_mayoyao@yahoo.com",NULL,"DAVE H. LUMAWIG","14","1427","142706","onagol","none","09066928815","none","none"
"403070",,"Roosevelt College Rodriguez","clemencia.rico@yahoo.com.ph",NULL,"Mrs. Carmencita V. Alcantara","4","458","45808","Lardizabal","9982490",,"9982490","www.rooseveltcollege.edu.ph"
"404030","none","Eucharistic King Academy of Sara, Inc.","ekasara@ymail.com",NULL,"Sr. Ma. Myrle P. Gudilosao, OP","6","630","63044","Don Antonio Yusay St., Sara, Iloilo","(033) 392-0499","09107224540 / 09216572697","(033) 392-0499","none"
"404875","AMMC","Dr. Aurelio Mendoza Memorial College","ammc_hs@yahoo.com",NULL,"Col. Bayani P. Mendoza","9","983","98305","Dr. Aurelio Mendoza Street","062-333-5537 ; 062-333-2381","-","None","www.ammc.edu.ph"
"400249","n/a","St. Anthony Abbot Academy","saintanthonian_saaa@yahoo.com",NULL,"Merlinda N. Tuvera","1","155","15547","Poblacion, Villasis","075 - 564 4148","09175231351","n/a","n/a"
"400332","LOAB","Lyceum of Abulug Inc.","dlyceumofabulug@yahoo.com.ph",NULL,"MRS. AURELIA M. RAGASA","2","215","21501","San Isidro Street","09177444667","09175533346","N/A","N/A"
"400429","SJBHS","St. John Berchman High School Incorporated","gideonbutch@yahoo.com",NULL,"Adoracion L. Castillo, MaEd","2","231","23109","National Road","n/a","09359585462/09272196336","n/a","n/a"
"402719","MCHS","Mount Carmel High School of Burdeos, Inc","mchsburdeos@yahoo.com",NULL,"SR. CONCEPCION G. ESTIANDAN, MSM","4","456","45606","Quezon St.","NA","0918 557 8420","NA","none"
"402799","ROMMA Foundation","Ricardo O. Macasaet Sr. Memorial Academy Foundation Inc.","abbymc_18@yahoo.com",NULL,"Mirriam A. Reyes","4","456","45638","Macasaet Street","(042) 331-1501","09065456191","n/a",
"403971",,"St. Vincent's High School of San Remegio, Inc.","stvincentshighschool1963@gmail.com",NULL,"Rita O. Banusing","6","606","60614","None",,"09177237939",,
"404233","HIA-anda","Holy Infant Academy - Anda","holyinfant.academy_anda@yahoo.com",NULL,"MRS.FELIBERTA F. BOLUSA","7","712","71203","Poblacion, Anda, Bohol","n/a","09778198242","n/a","n/a"
"404649","NDA","Notre Dame of Abuyog, Inc","notredame_abuyog@yahoo.com",NULL,"Sr. Marllou I. Remendaban. OND","8","837","83701","Real St.","o53 530 0252","09098000378",,
"404685","NDJ","Notre Dame of Jaro Inc.","notredame.jaro@yahoo.com.ph",NULL,"Sr. Estrellita M. del Socorro, OND","8","837","83723","Msgr. Lino Gonzaga St.","541-9223","09194874716 /  09162991959","541-9223",
"405400","not applicable","Holy Cross of Malalag Inc.","saintecroix.malalag@gmail.com",NULL,"Sr. Gina Mae A. Campugan, PM","11","1124","112408","Poblacion Malalag","(082) 3249213","09291128139","0","0"
"405607","n/a","Notre Dame of Libungan","nitzceballos@yahoo.com",NULL,"ANITA C. CEBALLOS","12","1247","124705","Cabpangi, Libungan,Cotabato","(064) 229 5076","09154365637","(064) 229 5076","n/a"
"406045","DCHS","Diatagon Catholic High School","diatagoncatholichighschool@gmail.com",NULL,"Sr. Yolanda F. Magana, MSM","16","1668","166811","Purok 2 Diatagon, Lianga, SDS","2144018","09096178980","n/a","n/a"
"600016","QSU - Lab HS","Quirino State University Laboratory High School","islasquite@gmail.com",NULL,"Isabella Lasquite","2","257","25703","Purok 3",,"09176579950",,
"400018","St. James Academy","St. James Academy of Pasuquin Ilocos Norte, Inc.","stjamesacademy1963@gmail.com",NULL,"Mrs. Grace Agtina Sales","1","128","12817","#2 Maharlika Hiway Poblacion, Pasuquin","0","09175153681","0","0"
"400039","NCS","Narvacan Catholic School, Inc.","ncs_narvacan@yahoo.com",NULL,"Sr. Cecilia L. Achas, RSC","1","129","12914","Sta. Lucia","n/a","09178769849","n/a",
"400081",,"San Nicolas Academy","snabalaoan@yahoo.com",NULL,"S. Maria Regina D. Butic, RVM","1","133","13305","na","(072)6074923",,,
"400339","OLOVA","Our Lady of Victories Academy","olova50@gmail.com",NULL,"Rev. Fr. Luis Rey G. Sapaden","2","215","21504","San Rafael Street","09358726049","09358726049","n/a","n/a"
"400631","n/a","Holy Rosary Parochial Institute","hrpi.incorani@yahoo.com.ph",NULL,"Miss Lilia C. De Guzman","3","308","30809","Bayan","(047) 431-1225 / (047 )237-035","0916-394-3427","(047) 431-1225","Orani, Bataan"
"401011",,"St. Stephen's Academy","ststephensacademy@yahoo.com",NULL,"Miss Aida C. Gelilio","3","349","34913","Luna","(044) 806-0385","0917-985-4773",,
"401268","SMPI","Sta. Monica Parochial Institute of Botolan, Inc.","sta.monicaparochialinstitute@gmail.com",NULL,"Rev. Fr. Joel T. Huerto","3","371","37101","Tampo, Botolan","047-811-1011","09053436551","-","-"
"403480","MDOCS","Mina de Oro Catholic School","nherayos_09@yahoo.com",NULL,"Aurea U. Cabrera","17","1752","175214","Peter","09284492355","09284492355","n/a","n/a"
"403807","HSAI","Holy Spirit Academy of Irosin, Inc.","hsai_edu@yahoo.com",NULL,"Sister Ester G. Polo, SSpS","5","562","56209","Magsaysay Street","(056)557 - 3077","09107691951/09284982792","(056)557 - 3077","None"
"404114",,"Colegio San Agustin - Bacolod","bed@csab.edu.ph",NULL,"MA. TERESA P. CALVEZ","18","1845","184501","BS Aquino Drive, Bacolod City","4342471-75 local 144 & 159","N/A","(034) 4339187","www.csab.edu.com.ph"
"404142",,"St. !Scholastica's Academy","ssabacolod-12@yahoo.com",NULL,"Sis. Vicenta Anuran, OSB","18","1845","184501","La Salle Ave., Bacolod City","(034)433-8826/27",,"(034)4339601/432-1659",
"404599","SJCC","St. Joseph College of Canlaon,Inc.","saintjoseph_cc@yahoo.com.ph",NULL,"Sr. Miluna R. Cielo, Fas,MSEM, Ph.D","18","1846","184608","Samaka Village","N/A","09176891166","N/A","N/A"
"404602",,"Saint Francis College","sfc_guihulngan@yahoo.com",NULL,"Mrs. Eleuteria N. Baquilta","18","1846","184611","Bateria, Poblacion","035-231-3120","09973328846","035-231-3120",
"404618","SPA","San Pedro Academy","marjoriepalenciaspa@gmail.com",NULL,"Rev. Fr. Leo G. Alaras, OAR","18","1846","184623","South Poblacion","035-522-0197","09973760608","035-522-0197","none"
"404852","PAX","Pax High School","paxhighschool_margos@yahoo.com",NULL,"Fr. Pepito M. Suarin","9","973","97317","Pob. Margosatubig, Zambo. Sur","21434447","09186028774","0622143447","n/a"
"405619",,"Notre Dame of Midsayap College","ndmhsprincipal@yahoo.com",NULL,"FR. ROGELIO C. TABUADA, OMI","12","1247","124709","Quezon Ave.","(064)2298455/ 5219878","09273430457","(064) 5219878","ndmc.edu.ph"
"406036","DLSJBC","De La Salle John Bosco College",,NULL,"Dr. Pablo N. Jordan, Jr.","16","1668","166803","La Salle Drive","(086) 853 - 5235",,"(086) 853 - 3415","http://www.dlsjbc.edu.ph/"
"406328",,"St. Jude Catholic School","carol.cruz @sjcs.edu.ph",NULL,"Fr. Vicente R. Rayco,SVD","13","1339","133905","327 Ycaza Street","7356386","09173247720","7356391","www.sjcs.edu.ph"
"406681",,"Notre Dame of Greater Manila","inquiry@ndgm.edu.ph",NULL,"Rev. Fr. Ramon Maria G. Bernabe, O. M. I.","13","1375","137501","Madre Ignacia Ave., Grace Park, Cal City","366-63-32 Loc. 118",,"367-06-65","www.ndgm.edu.ph"
"406754",,"San Felipe Neri Parochial School","sanfelipeneriparochialschool@yahoo.com",NULL,"DR. HENRY A. DAVALOS","13","1374","137401","85 Amado T. Reyes","535-5351","09085318509","531-0697",
"407161","LCCV","La Consolacion College Valenzuela","lccv.princoffice@yahoo.com",NULL,"Sr. Ana Isabel V. Marcelo, OSA","13","1375","137504","St. Jude Street, Malinta","294-6089 / 291-1655",,"294-6089",
"489506","489506ecum","Ecumenical Christian College","ecc.chiefregistrar@yahoo.com; ecumcollege@yahoo.com",NULL,"Priscilla C. Viuya","3","369","36916","Zamora Street","(045) 982-2330; (045) 982-5476",,"(045) 982-6125",
"403711","SPBCF","St. Peter Baptist College Found. Inc.","spbcf_Lupi@yahoo.com",NULL,"ANTONIO M . BRINA, MS.","5","517","51719","Zone 1, Poblacion, Lupi, Camarines Sur",,"09108758784",,
"404417",,"St. Anthony's Academy of Tuburan, Inc.","stanthony@yahoo.com.",NULL,"S. MA. GILDA VALMORIA,RVM","7","722","72252","ALLEGO ST. TUBURAN, CEBU","463-8832","09214733526","463-9611",
"404765","SAA","St. Anthony's Academy","SAAMondragon@gmail.com",NULL,"Lucila Y. Villaplaza, ISF","8","848","84813","Real Street",,"09176564690",,
"405566","HCB","Holy Cross of Bunawan","holycross50@yahoo.com",NULL,"Sr. Ma. Lydia G. Famor, TDM","11","1124","112402","Km. 23 Bunawan, Davao City","236-0008","09424469152","236-0581","none"
"405570","N/A","Holy Cross of Agdao","holycrossofagdao1964@yahoo.com",NULL,"FR. ANTHONY E. SILVOSA","11","1124","112402","R. CASTILLO ST.","224-0822/226-3656","09159956785","224-0822","none"
"405695","NDNI","Notre Dame of New Iloilo","notredameof.newiloilo@yahoo.com",NULL,"MS. MA. LUZ E. ENDRIGA, MAED RE","12","1263","126315","Prk. Mabuhay","083-229-1113","09359238176","none","none"
"406030",,"San Nicolas High School","ronquillorusil@yahoo.com",NULL,"Mercedita J. Pinoon","16","1667","166719","Diaz Street","0","09206400762","0","0"
"406126","n/a","Catholic High School of Pilar","catholichighschoolofpilar@yahoo.com",NULL,"MARIA LEONIDES T. CABATO","14","1401","140119","N/A","N/A","09173756835","N/A","N/A"
"1400025",,"Saint Nicholas Academy of Vintar, Inc.","snavintar@gmail.com",NULL,"Manayon T. Macugay","1","128","12823","J.P. Rizal St., San Nicolas, Vintar, Ilocos Norte","(077) 670-52-18","09303641843","n/a",
"400174","MCS","Malasiqui Catholic School","mcs_officialportal@yahoo.com",NULL,"NELSON M. QUEÑANO","1","155","15524","Bonifacio St., Malsiqui, Pangasinan","(075) 632-2390","0928-9691795","(075) 632-2390",
"400536","OLFSV","Our Lady of Fatima School of Villaverde","olfsv64@yahoo.com",NULL,"Rev. Fr. Quezon A.Juan","2","250","25014","Magellan  Street","-","09175236327","-","-"
"401029",,"St. Andrew's School of Pantabangan, Inc","saspantabangan@yahoo.com",NULL,"JANET A. VILLA","3","349","34920","Hi-way",,"09156571209",,
"401078",,"Dominican High School",,NULL,"NARCY F. ADOR DIONISIO","3","349","34929","REAL ST.",,,,
"401211","CamCS","Camiling Catholic School","camcs1964@yahoo.com",NULL,"Sr. Ma. Alelee M. Masanque, OP","3","369","36903","Arellano Street, Camiling, Tarlac","045 934 - 0151","09286208767 / 09208387236","045 934 - 0151","-"
"401252",,"St. Rose Catholic School, Inc.","srcs_srcs@yahoo.com",NULL,"Sr. Marisor J. Fabros, OP","3","369","36910","Sta. Rosa","045-931-1122",,"045-931-1122",
"401599","S.C.A","Saint Claire Academy","saintclaireacademy@yahoo.com/saintclaire4216@gmail.com",NULL,"Ms. Ma Victoria C. Romanes","4","410","41013","J.P. Rizal Street","(043)740-9213","09061845387","Not Applicable","Not Applicable"
"401679",,"San Guillermo Academy","sanguillermoacademy_talisay@yahoo.com",NULL,"Sr. Ma. Elvira S. Lasaca, MCSH","4","410","41030","J. Trinidad, Poblacion 5","(043) 7730158","09278453627",,
"403630",,"Capalonga Parochial School",,NULL,"Rev. Fr. Eric L. Orido","5","516","51602","LOPEZ JAENA  St.",,"09272374913",,
"403908","d.b.p.m.c.f","D.B. Peña Memorial College Found., Inc.","adeliavibar@yahoo.com",NULL,"Adelia B. Vibar","5","505","50517","Ziga Avenue","(052)487-5671","09153075554","(052)558-2410",
